id;series;shot;year;mon;day;time;site;lat;lon;hob;gzalt;type;purpose;yield_min;yield_max;yield_kt;crater;warhead;sponsor
843;Bedrock;Obar;1975;APR;30;15:00:00.90;'NTS-YF;37.10886;-116.02880;-568,8;1279;UG-S;WR;20;200;38;;;LANL
844;Bedrock;Tybo;1975;MAY;14;14:00:00.16;'NTS-PM;37.22078;-116.47416;-765,05;1880;UG-S;WR;200;1000;380;;;LLNL
845;Bedrock;Stilton;1975;JUN;3;14:20:00.17;'NTS-PM;37.34010;-116.52290;-731,52;1667;UG-S;WR;20;200;200;;;LLNL
846;Bedrock;Mizzen;1975;JUN;3;14:40:00.106;'NTS-YF;37.09483;-116.03611;-637,18;1247;UG-S;WR;20;200;140;260;;LANL
847;Bedrock;Alviso;1975;JUN;11;13:00:00.167;'NTS-YF;37.11178;-116.07370;-183;1261;UG-S;SE;0;20;;;;LLNL
848;Bedrock;Futtock;1975;JUN;18;11:49:00.092;'NTS-YF;37.06564;-116.02196;-186,56;1221;UG-S;SE;0;20;;;;LANL
849;Bedrock;Mast;1975;JUN;19;13:00:00.09;'NTS-PM;37.35035;-116.32022;-910,7;2068;UG-S;WR;200;1000;520;;;LANL
850;Bedrock;Camembert;1975;JUN;26;12:30:00.161;'NTS-PM;37.27893;-116.36858;1310,64;2033;UG-S;WR;200;1000;750;;;LLNL
851;Anvil;Marsh;1975;SEP;6;17:00:00.113;'NTS-YF;37.02365;-116.02831;-427,21;1187;UG-S;WR;0;20;7;210;;LANL
852;Anvil;Husky Pup;1975;OCT;24;17:11:26.093;'NTS-RM;37.22164;-116.17969;-327,96;2036;UG-T;WE;0;20;15;;;LLNL
853;Anvil;Kasseri;1975;OCT;28;14:30:00.16;'NTS-PM;37.29005;-116.41155;1264,92;1957;UG-S;WR;200;1000;1000;;;LLNL
854;Anvil;Deck;1975;NOV;18;15:30:00.113;'NTS-YF;37.02031;-116.02063;-326,14;1185;UG-S;WR;0;20;5;170;;LANL
855;Anvil;Inlet;1975;NOV;20;15:00:00.093;'NTS-PM;37.22496;-116.36756;-818,33;2025;UG-S;WR;200;1000;500;;;LANL
856;Anvil;Leyden;1975;NOV;26;15:30:00.163;'NTS-YF;37.11726;-116.01888;-326,11;1303;UG-S;WR;0;20;5;;;LLNL
857;Anvil;Chiberta;1975;DEC;20;20:00:00.164;'NTS-YF;37.12765;-116.06157;-716;1264;UG-S;WR;20;200;160;350;;LLNL
858;Anvil;Muenster;1976;JAN;3;19:15:00.162;'NTS-PM;37.29655;-116.33319;-1452,4;2082;UG-S;WR;200;1000;800;;;LLNL
859;Anvil;Keelson;1976;FEB;4;14:20:00.112;'NTS-YF;37.06926;-116.03016;-639,62;1218;UG-S;WR;20;200;150;380;;LANL
860;Anvil;Esrom;1976;FEB;4;14:40:00.163;'NTS-YF;37.10659;-116.03742;-654,6;1258;UG-S;WR;20;200;160;240;;LLNL
861;Anvil;Fontina;1976;FEB;12;14:45:00.163;'NTS-PM;37.27141;-116.48844;-1219;1837;UG-S;WR;200;1000;900;;;LLNL
862;Anvil;Cheshire;1976;FEB;14;11:30:00.162;'NTS-PM;37.24264;-116.42021;-1167;1947;UG-S;WR;200;500;350;;;LLNL
863;Anvil;Shallows;1976;FEB;26;14:50:00.091;'NTS-YF;37.02852;-116.01577;-244,85;1188;UG-S;WR;0;20;2,5;150;;LANL
864;Anvil;Estuary;1976;MAR;9;14:00:00.094;'NTS-PM;37.30996;-116.36422;-856,79;2025;UG-S;WR;200;500;350;;;LANL
865;Anvil;Colby;1976;MAR;14;12:30:00.163;'NTS-PM;37.30599;-116.47148;-1273,4;1904;UG-S;WR;500;1000;800;;;LLNL
866;Anvil;Pool;1976;MAR;17;14:15:00.09;'NTS-PM;37.25589;-116.32858;-881,18;2076;UG-S;WR;200;500;500;;;LANL
867;Anvil;Strait;1976;MAR;17;14:45:00.091;'NTS-YF;37.10728;-116.05248;-782,42;1243;UG-S;WR;200;500;210;260;;LANL
868;Anvil;Mighty Epic;1976;MAY;12;19:50:00.17;'NTS-RM;37.20910;-116.21250;-396,24;2224;UG-T;WE;0;20;20;;;LLNL
869;Anvil;Rivoli;1976;MAY;20;17:30:00.162;'NTS-YF;37.13720;-116.06658;-199,64;1279;UG-S;WR;0;20;0,6;;;LLNL
870;Anvil;Billet;1976;JUL;27;20:30:00.079;'NTS-YF;37.07537;-116.04382;-636,57;1222;UG-S;WR;20;150;58;;;LANL
871;Fulcrum;Gouda;1976;OCT;6;14:30:00.164;'NTS-YF;37.13456;-116.06228;-200,1;1272;UG-S;WR;0;20;0,6;;;LLNL
872;Fulcrum;Sprit;1976;NOV;10;14:58:00.077;'NTS-YF;37.03595;-116.01742;-183,18;1192;UG-S;WR;0;20;;;;LANL
873;Fulcrum;Chevre;1976;NOV;23;15:15:00.163;'NTS-YF;37.17171;-116.05267;-317,3;1278;UG-S;WR;0;20;2;70;;LLNL
874;Fulcrum;Redmud;1976;DEC;8;14:49:30.083;'NTS-YF;37.07926;-116.00162;-426,72;1269;UG-S;WR;0;20;20;;;LANL
875;Fulcrum;Asiago;1976;DEC;21;15:09:00.166;'NTS-YF;37.12391;-116.06746;-330,8;1265;UG-S;WR;0;20;11;170;;LLNL
876;Fulcrum;Sutter;1976;DEC;21;15:58:00.162;'NTS-YF;37.15190;-116.06343;-200,3;1287;UG-S;WR;0;20;;;;LLNL
877;Fulcrum;Rudder;1976;DEC;28;18:00:00.076;'NTS-YF;37.10049;-116.03646;-638,56;1255;UG-S;WR;20;150;89;350;;LANL
878;Fulcrum;Cove;1977;FEB;16;17:53:00.16;'NTS-YF;37.00700;-116.03200;;1181;UG-S;WR;0;20;3;80;;LANL
879;Fulcrum;Oarlock;1977;FEB;16;17:53:00.073;'NTS-YF;37.01349;-116.02857;-317,6;1183;UG-S;WR;0;20;8;160;;LANL
880;Fulcrum;Dofino;1977;MAR;8;14:24:00.164;'NTS-YF;37.17619;-116.05295;-182,88;1283;UG-S;WR;0;20;0,8;;;LLNL
881;Fulcrum;Dofino-Lawton;1977;MAR;8;14:24:00.16;'NTS-YF;37.17619;-116.05295;-282;1283;UG-S;WR;0;20;;;;LLNL
882;Fulcrum;Marsilly;1977;APR;5;15:00:00.167;'NTS-YF;37.12023;-116.06228;-689,73;1259;UG-S;WR;20;150;140;320;;LLNL
883;Fulcrum;Bulkhead;1977;APR;27;15:00:00.084;'NTS-YF;37.09479;-116.02788;-594,36;1259;UG-S;WR;20;150;67;;;LANL
884;Fulcrum;Crewline;1977;MAY;25;17:00:00.076;'NTS-YF;37.09433;-116.04486;-564,18;1237;UG-S;WR;20;150;51;;;LANL
885;Fulcrum;Forefoot;1977;JUN;2;17:15:00.098;'NTS-YF;37.05494;-116.02496;-193,55;1207;UG-S;WR;0;20;;;;LANL
886;Fulcrum;Carnelian;1977;JUL;28;14:07:00.162;'NTS-YF;37.09758;-116.10397;-208;1265;UG-S;WR;0;20;0,6;;;LLNL
887;Fulcrum;Strake;1977;AUG;4;16:40:00.074;'NTS-YF;37.08657;-116.00687;-517,55;1273;UG-S;WR;20;150;44;;;LANL
888;Fulcrum;Gruyere;1977;AUG;16;14:41:00.165;'NTS-YF;37.14516;-116.04909;-206,96;1263;UG-S;WR;0;20;;;;LLNL
889;Fulcrum;Gruyere-Gradino;1977;AUG;16;14:41:00.16;'NTS-YF;37.14516;-116.04909;-320;1263;UG-S;WR;0;20;0,6;;;LLNL
890;Fulcrum;Flotost;1977;AUG;16;15:49:00.168;'NTS-YF;37.14672;-116.06311;-274,93;1284;UG-S;WR;0;20;1,5;;;LLNL
891;Fulcrum;Scupper;1977;AUG;19;17:32:00.098;'NTS-YF;37.01762;-116.03161;-449,58;1185;UG-S;WR;0;20;0,2;;;LANL
892;Fulcrum;Scantling;1977;AUG;19;17:55:00.10;'NTS-YF;37.11003;-116.05451;-701,04;1246;UG-S;WR;20;150;120;260;;LANL
893;Fulcrum;Ebbtide;1977;SEP;15;14:36:30.077;'NTS-YF;37.03279;-116.04314;-379,48;1194;UG-S;WR;0;20;6;150;;LANL
894;Fulcrum;Coulommiers;1977;SEP;27;14:00:00.161;'NTS-YF;37.15117;-116.06756;-530,35;1292;UG-S;WR;20;150;20;230;;LLNL
895;Cresset;Bobstay;1977;OCT;26;14:15:00.08;'NTS-YF;37.00760;-116.01670;-381,3;1180;UG-S;WR;0;20;5;170;;LANL
896;Cresset;Hybla Gold;1977;NOV;1;18:06:00.07;'NTS-RM;37.18780;-116.21300;-384,99;2239;UG-T;WE;0;20;10;;;LANL
897;Cresset;Sandreef;1977;NOV;9;22:00:00.075;'NTS-YF;37.07211;-116.05001;-700,74;1221;UG-S;WR;20;150;150;280;;LANL
898;Cresset;Seamount;1977;NOV;17;19:30:00.077;'NTS-YF;37.02061;-116.02508;-370,09;1186;UG-S;WR;0;20;10;200;;LANL
899;Cresset;Rib;1977;DEC;14;15:00:00.17;'NTS-YF;37.01755;-116.01791;-212,84;1184;UG-S;WR;0;20;0,8;100;;LANL
900;Cresset;Farallones;1977;DEC;14;15:30:00.07;'NTS-YF;37.13587;-116.08603;-668;1290;UG-S;WR;20;150;150;300;;LLNL
901;Cresset;Campos;1978;FEB;13;21:53:00.162;'NTS-YF;37.12612;-116.03174;-319,6;1269;UG-S;WR;0;20;0,8;;;LLNL
902;Cresset;Reblochon;1978;FEB;23;17:00:00.164;'NTS-YF;37.12368;-116.06383;-658,4;1261;UG-S;WR;20;150;120;;;LLNL
903;Cresset;Karab;1978;MAR;16;15:00:00.07;'NTS-YF;37.08517;-116.08162;-331;1247;UG-S;WR;0;20;1,5;;;LLNL
904;Cresset;Topmast;1978;MAR;23;16:30:00.114;'NTS-YF;37.09886;-116.01962;-457,81;1282;UG-S;WR;0;20;;;;LANL
905;Cresset;Iceberg;1978;MAR;23;16:30:00.20;'NTS-YF;37.10180;-116.05110;-640,29;1239;UG-S;WR;20;150;120;230;;LANL
906;Cresset;Backbeach;1978;APR;11;17:45:00.073;'NTS-PM;37.23349;-116.36847;-671,78;2040;UG-S;WR;20;150;100;;;LANL
907;Cresset;Asco;1978;APR;25;14:35:00.162;'NTS-YF;37.15457;-116.03476;-183;1285;UG-S;SE;0;20;;;;LLNL
908;Cresset;Transom;1978;MAY;10;15:00:00.07;'NTS-YF;37.08778;-116.05263;-640;1231;UG-S;WR;0;;0;;;LANL
909;Cresset;Jackpots;1978;JUN;1;17:00:00.075;'NTS-YF;37.02065;-116.03193;-304,22;1186;UG-S;WR;0;20;0,6;;;LANL
910;Cresset;Satz;1978;JUL;7;14:00:00.167;'NTS-YF;37.11179;-116.07713;-315;1263;UG-S;WR;0;20;1,5;80;;LLNL
911;Cresset;Lowball;1978;JUL;12;17:00:00.08;'NTS-YF;37.07870;-116.04380;-564,88;1225;UG-S;WR;20;150;99;200;;LANL
912;Cresset;Panir;1978;AUG;31;14:00:00.164;'NTS-PM;37.27593;-116.35734;-681;2013;UG-S;WR;20;150;140;;;LLNL
913;Cresset;Diablo Hawk;1978;SEP;13;15:15:00.16;'NTS-RM;37.20880;-116.21080;-388;2212;UG-T;WE;0;20;8;;;LLNL
914;Cresset;Cremino;1978;SEP;27;16:30:00.165;'NTS-YF;37.17101;-116.08716;-210;1341;UG-S;WR;0;20;0,25;;;LLNL
915;Cresset;Cremino-Caerphilly;1978;SEP;27;16:30:00.17;'NTS-YF;37.17101;-116.08716;;1341;UG-S;WR;0;20;;;;LLNL
916;Cresset;Draughts;1978;SEP;27;17:00:00.071;'NTS-YF;37.07387;-116.01983;-441,59;1234;UG-S;WR;20;150;25;240;;LANL
917;Cresset;Rummy;1978;SEP;27;17:20:00.076;'NTS-YF;37.07980;-116.05132;-639,78;1226;UG-S;WR;20;150;150;320;;LANL
918;Quicksilver;Emmenthal;1978;NOV;2;15:25:00.169;'NTS-PM;37.28794;-116.29749;-576,1;2104;UG-S;WR;0;20;2,5;;;LLNL
919;Quicksilver;Concentration;1978;DEC;1;17:07:30.073;'NTS-YF;37.02967;-116.02413;-247,59;1189;UG-S;WR;0;20;0,6;80;;LANL
920;Quicksilver;Farm;1978;DEC;16;15:30:00.158;'NTS-PM;37.27339;-116.41028;-689;1979;UG-S;WR;20;150;140;;;LLNL
921;Quicksilver;Baccarat;1979;JAN;24;18:00:00.10;'NTS-YF;37.10540;-116.01170;-326,44;1311;UG-S;WR;0;20;6;;;LANL
922;Quicksilver;Quinella;1979;FEB;8;20:00:00.089;'NTS-YF;37.10248;-116.05484;-579,1;1241;UG-S;WR;20;150;89;240;;LANL
923;Quicksilver;Kloster;1979;FEB;15;18:05:00.165;'NTS-YF;37.15201;-116.07184;-536,4;1297;UG-S;WR;20;150;20;90;;LLNL
924;Quicksilver;Memory;1979;MAR;14;18:30:00.095;'NTS-YF;37.02783;-116.03975;-364,85;1190;UG-S;WR;0;20;5;;;LANL
925;Quicksilver;Freezeout;1979;MAY;11;16:00:00.102;'NTS-YF;36.99818;-116.01774;-335,3;1177;UG-S;WR;0;20;5;150;;LANL
926;Quicksilver;Pepato;1979;JUN;11;14:00:00.17;'NTS-PM;37.28969;-116.45525;-681;1913;UG-S;WR;20;150;100;;;LLNL
927;Quicksilver;Chess;1979;JUN;20;15:00:13.542;'NTS-YF;37.10763;-116.01509;-335,3;1309;UG-S;WR;0;20;1,5;;;LANL
928;Quicksilver;Fajy;1979;JUN;28;14:44:00.167;'NTS-YF;37.14330;-116.08752;-536;1303;UG-S;WR;20;150;22;250;;LLNL
929;Quicksilver;Burzet;1979;AUG;3;15:07:30.164;'NTS-YF;37.08395;-116.06989;-450;1235;UG-S;WR;20;150;20;170;;LLNL
930;Quicksilver;Offshore;1979;AUG;8;15:00:00.112;'NTS-YF;37.01475;-116.00801;-396,54;1182;UG-S;WR;20;150;20;210;;LANL
931;Quicksilver;Hearts;1979;SEP;6;15:00:00.089;'NTS-YF;37.08811;-116.05278;-640,02;1232;UG-S;WR;140;;140;300;;LANL
932;Quicksilver;Pera;1979;SEP;8;17:02:00.09;'NTS-YF;37.15500;-116.03900;-200;1280;UG-S;WR;0;20;5;120;;LLNL
933;Quicksilver;Sheepshead;1979;SEP;26;15:00:00.091;'NTS-PM;37.22906;-116.36405;-640;2033;UG-S;WR;20;150;140;;;LANL
934;Tinderbox;Backgammon;1979;NOV;29;15:00:00.096;'NTS-YF;36.99396;-116.02411;-228,72;1175;UG-S;WR;0;20;0,8;150;;LANL
935;Tinderbox;Azul;1979;DEC;14;18:00:00.09;'NTS-YF;37.13737;-116.06307;-205;1275;UG-S;WR;0;20;;;;LLNL
936;Tinderbox;Tarko;1980;FEB;28;15:00:00.093;'NTS-YF;37.12655;-116.08851;-369;1280;UG-S;WR;0;20;5;100;;LLNL
937;Tinderbox;Norbo;1980;MAR;8;15:35:00.09;'NTS-YF;37.17994;-116.08311;-271;1349;UG-S;WR;0;20;1;;;LLNL
938;Tinderbox;Liptauer;1980;APR;3;14:00:00.089;'NTS-YF;37.14988;-116.08226;-417;1304;UG-S;WR;20;150;20;170;;LLNL
939;Tinderbox;Pyramid;1980;APR;16;20:00:00.089;'NTS-YF;37.10112;-116.03053;-579,1;1266;UG-S;WR;20;150;89;150;;LANL
940;Tinderbox;Canfield;1980;MAY;2;18:46:30.092;'NTS-YF;37.05601;-116.01895;-350,5;1211;UG-S;WR;0;20;6;200;;LANL
941;Tinderbox;Flora;1980;MAY;22;13:00:00.089;'NTS-YF;37.00306;-116.03139;-335,6;1179;UG-S;WR;0;20;;;;LANL
942;Tinderbox;Kash;1980;JUN;12;17:15:00.09;'NTS-PM;37.28166;-116.45385;-645;1911;UG-S;WR;20;150;140;;;LLNL
943;Tinderbox;Huron King;1980;JUN;24;15:10:00.07;'NTS-YF;37.02330;-116.03410;-320,04;1187;UG-S;WE;0;20;6;140;;LANL
944;Tinderbox;Tafi;1980;JUL;25;19:05:00.082;'NTS-PM;37.25633;-116.47740;-680;1859;UG-S;WR;20;150;140;;;LLNL
945;Tinderbox;Verdello;1980;JUL;31;18:19:00.092;'NTS-YF;37.01304;-116.02275;-365,76;1183;UG-S;WR;0;20;3,5;150;;LANL
946;Tinderbox;Bonarda;1980;SEP;25;14:45:00.094;'NTS-YF;37.05616;-116.04809;-381;1209;UG-S;WR;20;150;20;90;;LANL
947;Tinderbox;Riola;1980;SEP;25;15:26:30.084;'NTS-YF;37.11586;-116.06457;-424;1254;UG-S;WR;1,07;;1,07;;;LLNL
948;Guardian;Miners Iron;1980;OCT;31;18:00:00.09;'NTS-RM;37.21130;-116.20540;-389,5;2212;UG-T;WE;0;20;10;;;LANL
949;Guardian;Dauphin;1980;NOV;14;16:50:00.084;'NTS-YF;37.11149;-116.01866;-320;1306;UG-S;WR;0;20;2;80;;LLNL
950;Guardian;Baseball;1981;JAN;15;20:25:00.09;'NTS-YF;37.08709;-116.04475;-563,88;1232;UG-S;WR;20;150;99;150;;LANL
951;Guardian;Clairette;1981;FEB;5;18:00:00.117;'NTS-YF;37.01089;-116.03218;-353,6;1182;UG-S;WR;0;20;;;;LANL
952;Guardian;Seco;1981;FEB;25;15:00:00.082;'NTS-YF;37.18190;-116.08425;-200;1356;UG-S;WR;0;20;;;;LLNL
953;Guardian;Vide;1981;APR;30;14:35:00.084;'NTS-YF;37.17733;-116.08476;-323;1346;UG-S;WR;0;20;;;;LLNL
954;Guardian;Aligote;1981;MAY;29;16:00:00.094;'NTS-YF;37.10184;-116.00406;-320;1311;UG-S;WR;0;20;2,5;;;LANL
955;Guardian;Harzer;1981;JUN;6;18:00:00.084;'NTS-PM;37.30340;-116.32560;-637;2073;UG-S;WR;20;150;140;;;LLNL
956;Guardian;Niza;1981;JUL;10;14:00:00.096;'NTS-YF;37.12860;-116.03378;-341;1266;UG-S;WR;0;20;4;110;;LLNL
957;Guardian;Pineau;1981;JUL;16;15:00:00.096;'NTS-YF;37.08870;-116.01937;-207,26;1259;UG-S;WR;0;20;;;;LANL
958;Guardian;Havarti;1981;AUG;5;13:41:00.086;'NTS-YF;37.15374;-116.03508;-200;1283;UG-S;WR;0;20;;;;LLNL
959;Guardian;Islay;1981;AUG;27;14:31:00.088;'NTS-YF;37.16042;-116.06652;-294;1297;UG-S;WR;0;20;4;100;;LLNL
960;Guardian;Trebbiano;1981;SEP;4;15:00:00.103;'NTS-YF;37.05809;-116.04807;-305,4;1211;UG-S;WR;0;20;1;30;;LANL
