id;series;shot;year;mon;day;time;site;lat;lon;hob;gzalt;type;purpose;yield_min;yield_max;yield_kt;crater;warhead;sponsor
46;1957;43;1957;SEP;7;08:00:01.0;'NZ-CB;70.69000;54.80000;15;;AS-T;FS;32;;32;;;
47;1957;44;1957;SEP;13;;'STS;50.00000;78.00000;780;;A;WR;5,9;;5,9;;;
48;1957;45;1957;SEP;24;09:00;'NZ-MB;73.00000;55.00000;2000;;A-AD;WR;1600;;1600;;;
49;1957;46;1957;SEP;26;05:00;'STS;50.00000;78.00000;2000;;A;WR;13;;13;;;
50;1957;47;1957;OCT;6;09:00;'NZ-MB;73.00000;55.00000;2120;;A;WR;2900;;2900;;RDS-46A/R-7;A wh
51;1957;48;1957;OCT;10;06:54:32;'NZ-CB;70.70000;54.56000;-30;-60;UW-AS;WE;10;;6;;RDS-9/T-5;KB-11
52;1957;49;1957;DEC;28;;'STS;50.00000;78.00000;615;;A;WR;12;;12;;;
53;1958;50;1958;JAN;4;;'STS;50.00000;78.00000;400;;A;WR;1,3;;1,3;;;
54;1958;51;1958;JAN;17;;'STS;50.00000;78.00000;500;;A;WR;0,5;;0,5;;;
55;1958;52;1958;FEB;23;;'NZ;73.00000;55.00000;2500;;A;WR;860;;860;;wh-2 NGB?;KB-11?
56;1958;53;1958;FEB;27;07:59;'NZ;73.00000;55.00000;2500;;A;WR;250;;250;;;
57;1958;54;1958;FEB;27;10:24;'NZ;73.00000;55.00000;;;A;WR;1500;;1500;;wh-1;Ch-70?
58;1958;55;1958;MAR;13;;'STS;50.00000;78.00000;475;;A;WR;1,2;;1,2;;;
59;1958;X;1958;MAR;13;;'STS;50.00000;78.00000;;;A;;;0;0;;;
60;1958;56;1958;MAR;14;;'STS;50.00000;78.00000;1030;;A;WR;35;;35;;;
61;1958;57;1958;MAR;14;;'NZ;73.00000;55.00000;;;A;FS;40;;40;;;
62;1958;58;1958;MAR;15;;'STS;50.00000;78.00000;965;;A;WR;14;;14;;;
63;1958;X;1958;MAR;15;;'STS;50.00000;78.00000;;;A;;;0;0;;;
64;1958;59;1958;MAR;18;;'STS;50.00000;78.00000;290;;A;FS;0,16;;0,16;;;
65;1958;60;1958;MAR;20;;'STS;50.00000;78.00000;1015;;A;WR;12;;12;;;
66;1958;61;1958;MAR;21;;'NZ;73.00000;55.00000;2500;;A;WR;650;;650;;;
67;1958;62;1958;MAR;22;;'STS;50.00000;78.00000;1415;;A;WR;18;;18;;;
68;1958;63;1958;SEP;30;07:50;'NZ;73.00000;55.00000;1500;;A;WR;1200;;1200;;;
69;1958;64;1958;SEP;30;09:55;'NZ;73.00000;55.00000;2500;;A;WR;900;;900;;;
70;1958;65;1958;OCT;2;08:00;'NZ;73.00000;55.00000;1400;;A;WR;290;;290;;;
71;1958;66;1958;OCT;2;09:01;'NZ;73.00000;55.00000;;;A;FS;40;;40;;;
72;1958;67;1958;OCT;4;;'NZ;73.00000;55.00000;800;;A;WR;9;;9;;;
73;1958;68;1958;OCT;5;06:00;'NZ;73.00000;55.00000;1200;;A;WR;15;;15;;;
74;1958;69;1958;OCT;6;;'NZ;73.00000;55.00000;1200;;A;WR;5,5;;5,5;;;
75;1958;70;1958;OCT;10;07:51;'NZ;73.00000;55.00000;;;A;WR;68;;68;;;
76;1958;71;1958;OCT;12;07:53:34;'NZ-MB;74.93000;53.32000;;;A;WR;1450;;1450;;wh-1;Ch-70?
77;1958;72;1958;OCT;15;07:51:14;'NZ-MB;74.00000;51.80000;2150;;A;WR;1500;;1500;;;
78;1958;73;1958;OCT;18;09:51:06;'NZ-MB;73.97000;52.47000;;;A;WR;2900;;2900;;;
79;1958;74;1958;OCT;19;07:27;'NZ;73.00000;55.00000;;;A;FS;40;;40;;;
80;1958;75;1958;OCT;19;;'NZ;73.00000;55.00000;900;;A;WR;0;0,001;0,001;;;
81;1958;76;1958;OCT;20;08:20;'NZ;73.00000;55.00000;;;A;WR;440;;440;;;
82;1958;77;1958;OCT;21;;'NZ;73.00000;55.00000;270;;A;WR;2;;2;;;
83;1958;78;1958;OCT;22;08:21:04;'NZ-MB;73.53000;53.10000;2070;;A;WR;2800;;2800;;;
84;1958;79;1958;OCT;24;08:03:06;'NZ-MB;73.68000;54.97000;1525;;A;WR;1000;;1000;;wh-2 NGB?;KB-11?
85;1958;80;1958;OCT;25;08:20;'NZ;73.00000;55.00000;1500;;A;WR;190;;190;;;
86;1958;81;1958;OCT;25;;'NZ;73.00000;55.00000;300;;A;FS;0;0,1;0,05;;;
87;1958;82;1958;NOV;1;;'MTR;49.00000;46.00000;12000;;A-R;WE;10;;10;;;
88;1958;83;1958;NOV;3;;'MTR;49.00000;46.00000;12000;;A-R;WE;10;;10;;;
89;1961;84;1961;SEP;1;;'STS;50.00000;78.00000;660;;A;WR;16;;16;;;
90;1961;85;1961;SEP;4;05:00:27;'STS-GZ;50.45000;77.74000;725;;A;WR;9;;9;;;
91;1961;86;1961;SEP;5;06:00:05;'STS-GZ;50.45000;77.74000;500;;A;WR;16;;16;;;
92;1961;87;1961;SEP;6;;'STS;50.00000;78.00000;685;;A;WR;1,1;;1,1;;;
93;1961;88;1961;SEP;6;;'MTR;48.45000;44.30000;22700;;A;WE;11;;10,5;;;
94;1961;89;1961;SEP;9;;'STS;50.00000;78.00000;0;;AS;SE;0,38;;0,38;;;
95;1961;90;1961;SEP;10;09:00:09.2;'NZ-MB;74.20000;52.50000;2000;;A-AD;WR;2700;;2700;;;
96;1961;91;1961;SEP;10;11:00;'NZ-CB;70.70000;54.60000;390;;A-R;WR;12;;12;;;
97;1961;92;1961;SEP;10;;'STS;50.00000;78.00000;180;;A;WR;0,88;;0,88;;;
98;1961;93;1961;SEP;11;;'STS;50.00000;78.00000;;;A;WR;0,3;;0,3;;;
99;1961;94;1961;SEP;12;10:08:15.3;'NZ-MB?;74.20000;52.10000;1190;;A-R;WR;1150;;1150;;;
100;1961;95;1961;SEP;13;;'NZ-CB?;70.87000;53.33000;250;0;A;WR;6;;6;;;
101;1961;96;1961;SEP;13;05:01:55.8;'STS-GZ;50.45000;77.75000;710;;A;WR;0,001;20;10;;;
102;1961;97;1961;SEP;14;05:59:59.4;'STS-GZ;50.35000;77.82000;0,5;;AS;WR;0,4;;0,4;;;
103;1961;98;1961;SEP;14;09:56:16.7;'NZ-MB;74.60000;51.10000;1700;;A-R;WR;1200;;1200;;;
104;1961;99;1961;SEP;16;09:08:13.7;'NZ-MB;74.00000;51.90000;;;A-R;WR;830;;830;;;
105;1961;100;1961;SEP;17;07:00:46.6;'STS-GZ;50.45000;77.75000;695;;A;WR;20;150;21;;;
106;1961;101;1961;SEP;18;07:59:36.8;'NZ-MB?;74.00000;52.00000;1500;;A;WR;1000;;1000;;;
107;1961;102;1961;SEP;18;;'STS;50.00000;78.00000;1;;AS;SE;0,004;;0,004;;;
108;1961;103;1961;SEP;18;;'STS;50.00000;78.00000;;;A;WR;0,75;;0,75;;;
109;1961;104;1961;SEP;19;;'STS;50.00000;78.00000;0;;AS;SE;0,03;;0,03;;;
110;1961;105;1961;SEP;20;;'STS;50.00000;78.00000;280;;A;WR;4,8;;4,8;;;
111;1961;106;1961;SEP;20;08:12:12;'NZ-MB?;73.52000;54.30000;1600;;A;WR;150;1500;1500;;;
112;1961;107;1961;SEP;21;14:01:01.6;'STS-GZ;50.33000;77.70000;110;;A;WR;0,8;;0,8;;;
113;1961;108;1961;SEP;22;08:11:00;'NZ-MB?;73.52000;54.30000;1300;;A;WR;260;;260;;;
114;1961;109;1961;SEP;26;07:01:19.8;'STS-GZ;50.45000;77.75000;665;;A;WR;1,2;;1,2;;;
115;1961;110;1961;OCT;1;;'STS;50.00000;78.00000;700;;A;WR;3;;3;;;
116;1961;111;1961;OCT;2;10:30:50;'NZ-MB?;73.92000;54.55000;1500;;A;WR;250;;250;;;
117;1961;112;1961;OCT;4;07:01:19.9;'STS-GZ;50.44000;77.76000;605;;A;WR;13;;13;;;
118;1961;113;1961;OCT;4;07:30:54.8;'NZ-MB;73.70000;53.80000;2100;;A;WR;1500;10000;3000;;;
119;1961;114;1961;OCT;6;07:00:12.2;'NZ-MB;74.30000;51.60000;2700;;A;WR;4000;;4000;;;
120;1961;115;1961;OCT;6;;'MTR;48.45000;44.30000;41300;;AH-R;WE;40;;40;;;
121;1961;116;1961;OCT;8;;'NZ-CB;70.70000;54.60000;1450;;A-CM;WR;15;;15;;KSR-2 wh?;
122;1961;117;1961;OCT;11;07:39:59.9;'STS-D;49.77389;77.98861;;724;UG-T;FS;1;;1;;;
123;1961;118;1961;OCT;12;05:31:03.6;'STS-GZ;50.45000;77.75000;670;;A;WR;15;;15;;;
124;1961;119;1961;OCT;17;07:00:00.8;'STS-GZ;50.45000;77.75000;505;;A;WR;6,6;;6,6;;;
125;1961;120;1961;OCT;19;05:30:42.6;'STS-GZ;50.45000;77.75000;710;;A;WR;0,001;20;10;;;
126;1961;121 Raduga;1961;OCT;20;08:07:02.0;'NZ-MB;73.80000;53.20000;;;A-R;WR;1450;;1450;;R-13 wh?;
127;1961;122 Korall;1961;OCT;23;08:31:22.1;'NZ-CB;70.70000;54.56000;-20;-47;UW-AS;WE;4,8;;4,8;;RDS-9;KB-11
128;1961;123;1961;OCT;23;10:30:48.0;'NZ-MB;73.90000;53.80000;3500;;A-AD;WR;12500;2;12500;;;
129;1961;124;1961;OCT;25;08:31:05;'NZ-MB?;73.52000;54.30000;1450;;A;WR;300;<;300;;;
130;1961;125;1961;OCT;25;;'STS;50.00000;78.00000;;;A;FS;0,5;;0,5;;;
131;1961;126 Korall;1961;OCT;27;08:30:26.6;'NZ-CB;70.70000;54.67000;1,1;-59;AW-AS;WE;16;;16;;RDS-9;KB-11
132;K Project;127 K2;1961;OCT;27;;'MTR;49.00000;46.00000;150000;;AX-R;WE;1,2;;1,2;;;
133;K Project;128 K1;1961;OCT;27;;'MTR;49.00000;46.00000;300000;;AX-R;WE;1,2;;1,2;;;
134;1961;129;1961;OCT;30;;'STS;50.00000;78.00000;470;;A;WR;0,09;;0,09;;;
135;1961;130 Tsar Bomba;1961;OCT;30;08:33:27.8;'NZ-MB;73.80000;53.50000;3500;;A-AD;WR;50000;5;58000;;RDS-220;KB-11
136;1961;131;1961;OCT;31;08:29:17.2;'NZ-MB;73.60000;56.20000;2200;;A;WR;5000;;5000;;;
137;1961;132;1961;OCT;31;08:38;'NZ-MB;73.00000;55.00000;1530;;A;WR;150;1500<;400;;;
138;1961;133;1961;NOV;1;;'STS;50.00000;78.00000;475;;A;WR;2,7;;2,7;;;
139;1961;134;1961;NOV;2;08:41;'NZ-MB;73.00000;55.00000;1400;;A;WR;120;;120;;;
140;1961;135;1961;NOV;2;;'NZ-MB;73.00000;55.00000;1500;;A;WR;280;;280;;;
141;1961;136;1961;NOV;2;;'STS;50.00000;78.00000;645;;A;WR;0,6;;0,6;;;
142;1961;137;1961;NOV;3;;'STS;50.00000;78.00000;0;;AS;SE;0;0,001;0,001;;;
143;1961;138;1961;NOV;3;;'STS;50.00000;78.00000;635;;A;WR;0,9;;0,9;;;
144;1961;139;1961;NOV;4;;'NZ;73.00000;55.00000;1770;;A;WR;15;;15;;;
145;1961;140;1961;NOV;4;07:20:19.7;'NZ-MB?;73.70000;55.70000;1750;;A;WR;150;1500;1500;;;
146;1961;141;1961;NOV;4;;'NZ;73.00000;55.00000;2240;;A;WR;6;;6;;;
147;1961;142;1961;NOV;4;;'STS;50.00000;78.00000;0;;AS;WR;0,2;;0,2;;;
148;1962;143 Argon-1;1962;FEB;2;08:00:00.2;'STS-D;49.78500;77.99694;;700;UG-T;WE;0,001;20;15;C;;
149;1962;144;1962;AUG;1;;'STS;50.00000;78.00000;430;;A;WR;2,4;;2,4;;;
150;1962;145;1962;AUG;3;;'STS;50.00000;78.00000;180;;A;WR;1,6;;1,6;;;
151;1962;146;1962;AUG;4;;'STS;50.00000;78.00000;390;;A;WR;3,8;;3,8;;;
152;1962;147;1962;AUG;5;09:08:45.8;'NZ-MB?;74.20000;52.50000;3600;;A-AD;WR;21100;;21100;;;
153;1962;148;1962;AUG;7;03:00;'STS;50.00000;78.00000;0;;AS;WR;9,9;;9,9;;;
154;1962;149;1962;AUG;10;09:00;'NZ;73.00000;55.00000;1560;;A;WR;150;1500<;400;;;
155;1962;150;1962;AUG;18;;'STS;50.00000;78.00000;710;;A;WR;7,4;;7,4;;;
156;1962;151;1962;AUG;18;;'STS;50.00000;78.00000;310;;A;WR;5,8;;5,8;;;
157;1962;152;1962;AUG;20;09:02:14.1;'NZ-MB?;74.30000;51.50000;2500;;A;WR;2800;;2800;;;
158;1962;153;1962;AUG;21;;'STS;50.00000;78.00000;590;;A;WR;20;1502;23;;;
159;1962;154;1962;AUG;22;09:00:04.2;'NZ-MB;74.00000;53.30000;1700;;A;WR;1600;;1600;;;
160;1962;155;1962;AUG;22;;'NZ;73.00000;55.00000;60;0;AW-CM;WR;6;;6;;KSR-2 wh;
161;1962;156;1962;AUG;22;;'STS;50.00000;78.00000;740;;A;WR;3;;3;;;
162;1962;157;1962;AUG;23;;'STS;50.00000;78.00000;680;;A;WR;2,5;;2,5;;;
163;1962;159;1962;AUG;25;05:40;'STS;50.00000;78.00000;715;;A;WR;0,001;20;1;;;
164;1962;158;1962;AUG;25;09:00;'NZ;73.00000;55.00000;2980;;A;WR;1500;100001;10000;;;
165;1962;160;1962;AUG;27;09:00:50.9;'NZ-MB?;74.70000;50.30000;3000;;A;WR;4200;1;4200;;;
166;1962;161;1962;AUG;27;;'STS;50.00000;78.00000;245;;A;WR;11;;11;;;
167;1962;162;1962;AUG;31;;'STS;50.00000;78.00000;700;;A;FS;2,7;;2,7;;;
168;1962;163;1962;SEP;2;;'NZ;73.00000;55.00000;1300;;A;WR;80;;80;;;
169;1962;X;1962;SEP;6;;'STS;50.00000;78.00000;;;A;;;0;0;;;
170;1962;164;1962;SEP;8;10:17:57.7;'NZ-MB?;73.70000;53.80000;1725;;A;WR;1900;;1900;;;
171;1962;165;1962;SEP;15;08:02:13.9;'NZ-MB?;74.40000;51.50000;;;A;WR;3100;;3100;;;
172;1962;166;1962;SEP;16;10:59:10.5;'NZ-MB?;74.20000;51.60000;;;A;WR;3250;;3250;;;
173;1962;167;1962;SEP;18;08:29:02.7;'NZ-MB?;73.20000;54.70000;2000;;A;WR;1350;;1350;;;
174;1962;X;1962;SEP;18;;'STS;50.00000;78.00000;;;A;;;;10;;;
175;1962;168;1962;SEP;19;11:00:56.4;'NZ-MB?;73.80000;53.80000;3280;;A;WR;1500;100002;10000;;;Ch-70?
176;1962;169;1962;SEP;21;08:00;'NZ;73.00000;55.00000;3000;;A;WR;2400;;2400;;;
177;1962;170;1962;SEP;22;;'STS;50.00000;78.00000;0;;AS;SE;0,21;;0,21;;;
178;1962;171;1962;SEP;24;;'STS;50.00000;78.00000;630;;A;WR;1,2;;1,2;;;
179;1962;172;1962;SEP;25;;'STS;50.00000;78.00000;0;;AS;WR;7;;7;;;
180;1962;173;1962;SEP;25;13:02:31.7;'NZ-MB?;73.70000;55.00000;4090;;A;WR;19100;2;19100;;;Ch-70
181;1962;174;1962;SEP;27;08:03:16.4;'NZ-MB;74.30000;52.40000;3900;;A;WR;10000;500001;20000;;;KB-11
182;1962;175;1962;SEP;28;;'STS;50.00000;78.00000;695;;A;FS;1,3;;1,3;;;
183;1962;176;1962;OCT;7;16:32;'NZ;73.00000;55.00000;1440;;A;WR;320;;320;;;
184;1962;177;1962;OCT;9;;'STS;50.00000;78.00000;645;;A;WR;8;;8;;;
185;1962;178;1962;OCT;9;;'NZ;73.00000;55.00000;3000;;A;WR;15;;15;;;
186;1962;179;1962;OCT;10;;'STS;50.00000;78.00000;665;;A;WR;9,2;;9,2;;;
187;1962;180;1962;OCT;13;;'STS;50.00000;78.00000;720;;A;WR;4,9;;4,9;;;
188;1962;181;1962;OCT;14;;'STS;50.00000;78.00000;725;;A;WR;0,001;20;10;;;
189;1962;182;1962;OCT;20;;'STS;50.00000;78.00000;635;;A;WR;6,7;;6,7;;;
190;K Project;184 K3;1962;OCT;22;03:40:45;'MTR;49.00000;46.00000;290000;;AX-R;WE;300;;300;;;
191;1962;183;1962;OCT;22;09:06:10.1;'NZ-MB?;73.40000;54.90000;3230;;A;WR;8200;2;8200;;;
192;1962;185;1962;OCT;27;07:35;'NZ;73.00000;55.00000;1550;;A;WR;260;;260;;;
193;1962;186;1962;OCT;28;;'STS;50.00000;78.00000;670;;A;WR;7,8;;7,8;;;
194;K Project;187 K4;1962;OCT;28;04:41:20;'MTR;49.00000;46.00000;150000;;AX-R;WE;300;;300;;;
195;1962;188;1962;OCT;28;;'STS;50.00000;78.00000;645;;A;WR;7,8;;7,8;;;
196;1962;189;1962;OCT;29;07:35;'NZ;73.00000;55.00000;1550;;A;WR;360;;360;;;
197;1962;190;1962;OCT;30;;'STS;50.00000;78.00000;0;;AS;WR;1,2;;1,2;;;
198;1962;191;1962;OCT;30;;'NZ;73.00000;55.00000;1500;;A;WR;280;;280;;;
199;1962;192;1962;OCT;31;;'STS;50.00000;78.00000;690;;A;WR;10;;10;;;
200;1962;194;1962;NOV;1;06:30;'NZ;73.00000;55.00000;1500;;A;WR;240;;240;;;
201;K Project;195 K5;1962;NOV;1;09:12;'MTR;49.00000;46.00000;59000;;AH-R;WE;300;;300;;;
202;1962;193;1962;NOV;1;09:20;'STS;50.00000;78.00000;700;;A;WR;3;;3;;;
203;1962;196;1962;NOV;3;08:31;'NZ;73.00000;55.00000;1500;;A;WR;390;;390;;;
204;1962;197;1962;NOV;3;;'NZ;73.00000;55.00000;4000;;A;WR;45;;45;;;
205;1962;198;1962;NOV;3;;'STS;50.00000;78.00000;710;;A;WR;4,7;;4,7;;;
206;1962;199;1962;NOV;4;;'STS;50.00000;78.00000;600;;A;WR;8,4;;8,4;;Extra;
207;1962;200;1962;NOV;5;;'STS;50.00000;78.00000;15;;AS-T;WE;0,4;;0,4;;;
208;1962;201;1962;NOV;11;;'STS;50.00000;78.00000;8;;AS-T;WR;0,1;;0,1;;;
209;1962;202;1962;NOV;13;;'STS;50.00000;78.00000;0;;AS;WR;0;0,001;0,001;;;
210;1962;203;1962;NOV;14;;'STS;50.00000;78.00000;660;;A;WR;12;;12;;;
211;1962;204;1962;NOV;17;;'STS;50.00000;78.00000;715;;A;WR;18;;18;;;
212;1962;205;1962;NOV;24;;'STS;50.00000;78.00000;0;;AS;SE;0;0,001;0,001;;;
213;1962;206;1962;NOV;26;;'STS;50.00000;78.00000;0;;AS;SE;0,031;;0,031;;;
214;1962;207;1962;DEC;1;;'STS;50.00000;78.00000;680;;A;WR;2,4;;2,4;;;
215;1962;208;1962;DEC;18;10:45;'NZ;73.00000;55.00000;1600;;A;WR;110;;110;;;
216;1962;209;1962;DEC;18;;'NZ;73.00000;55.00000;1500;;A;FS;69;;69;;;
217;1962;210;1962;DEC;20;;'NZ;73.00000;55.00000;1070;;A;WR;8,3;;8,3;;;
218;1962;211;1962;DEC;22;;'NZ;73.00000;55.00000;1050;;A;WR;6,3;;6,3;;;
219;1962;212;1962;DEC;23;11:15;'NZ;73.00000;55.00000;1460;;A;WR;430;;430;;;
220;1962;213;1962;DEC;23;;'NZ;73.00000;55.00000;1470;;A;WR;8,3;;8,3;;;
221;1962;214;1962;DEC;23;;'NZ;73.00000;55.00000;1270;;A;WR;2,4;;2,4;;;
222;1962;215;1962;DEC;23;;'STS;50.00000;78.00000;0;;AS;SE;0;0,001;0,001;;;
223;1962;216;1962;DEC;24;;'STS;50.00000;78.00000;0;;AS;SE;0,007;;0,007;;;
224;1962;217;1962;DEC;24;;'STS;50.00000;78.00000;0;;AS;SE;0,028;;0,028;;;
225;1962;218;1962;DEC;24;10:44:21.9;'NZ-MB?;74.20000;52.30000;1320;;A;WR;1100;;1100;;;
226;1962;219;1962;DEC;24;11:11:42.0;'NZ-MB?;73.60000;57.50000;3750;;A;WR;24200;2;24200;;;Ch-70
227;1962;220;1962;DEC;25;13:35:57.2;'NZ-MB?;73.40000;56.50000;2250;;A;WR;3100;;3100;;;
228;1962;221;1962;DEC;25;;'NZ;73.00000;55.00000;990;;A;WR;8,5;;8,5;;;
