id;series;shot;year;mon;day;time;site;lat;lon;hob;gzalt;type;purpose;yield_min;yield_max;yield_kt;crater;warhead;sponsor
625;1979;512;1979;JAN;10;08:00:00.0;'-KZ-BA;47.90900;47.91200;-600;;UG-CS;I-CV;0,5;;0,5;C;;
626;1979;513 Galit;1979;JAN;17;07:59:58.5;'-KZ-BA;47.92000;48.12000;-1000;;UG-S;I-CV;0,001;20;12;;;
627;1979;513;1979;JAN;17;07:59:58.5;'-KZ-BA;47.92000;48.12000;;;UG-S;I-CV;20;150;56;;;
628;1979;514;1979;FEB;1;04:13:00.17;'STS-B;50.08083;78.85333;;;UG-S;WR;0,001;20;18;;;
629;1979;515;1979;FEB;16;04:04:00.50;'STS-SU;49.97400;77.66800;;;UG-S;WR;0,001;20;23;;;
630;1979;515;1979;FEB;16;04:04:01;'STS-SU;49.97400;77.66800;;;UG-S;WR;0,001;20;;;;
631;1979;516;1979;MAR;23;;'STS-D;49.81000;78.17139;;602;UG-T;SE;0;0,001;0,001;C;;
632;1979;517;1979;APR;10;;'STS-D;49.81000;78.17139;;602;UG-T;SE;0;0,001;0,001;C;;
633;1979;518;1979;MAY;6;03:17:00.07;'STS-D;49.76194;77.98250;;704;UG-T;WR;0,001;20;15;C;;
634;1979;518;1979;MAY;6;03:17:00.1;'STS-D;49.76194;77.98250;;704;UG-T;WR;0,001;20;;C;;
635;1979;519;1979;MAY;31;05:55:00.05;'STS-D;49.81278;78.05944;;745;UG-T;WR;0,001;20;17;C;;
636;1979;519;1979;MAY;31;05:55:00.1;'STS-D;49.81278;78.05944;;745;UG-T;WR;0,001;20;;C;;
637;1979;519;1979;MAY;31;05:55:00.1;'STS-D;49.81278;78.05944;;745;UG-T;WR;0,001;20;;C;;
638;1979;519;1979;MAY;31;05:55:00;'STS-D;49.83417;78.08028;;638;UG-T;WR;0,001;20;;C;;
639;1979;520;1979;JUN;12;;'STS-D;49.81000;78.17139;;602;UG-T;SE;0;0,001;0,001;C;;
640;1979;521;1979;JUN;23;02:57:00.11;'STS-B;49.91472;78.84583;;;UG-S;WR;20;150;149;;;
641;1979;522;1979;JUL;7;03:46:59.87;'STS-B;50.03306;78.98917;;;UG-S;WR;20;150;97;C;;
642;1979;522;1979;JUL;7;03:46:59.9;'STS-B;50.03306;78.98917;;;UG-S;WR;0,001;20;;C;;
643;1979;523 Galit;1979;JUL;14;04:59:58.0;'-KZ-BA;47.88000;48.12000;-980;;UG-S;I-CV;0,001;20;7;C;;
644;1979;523 Galit;1979;JUL;14;04:59:58.0;'-KZ-BA;47.88000;48.12000;;;UG-S;I-CV;0,001;20;7;C;;
645;1979;523 Galit;1979;JUL;14;04:59:58.0;'-KZ-BA;47.88000;48.12000;;;UG-S;I-CV;0,001;20;7;C;;
646;1979;524;1979;JUL;18;03:17:04.92;'STS-SU;49.91900;77.81200;;;UG-S;WR;0,001;20;12;C;;
647;1979;525;1979;JUL;18;03:17:04.9;'STS-D;49.77722;78.11250;;600;UG-T;FS;0,001;20;14;;;
648;1979;526;1979;AUG;4;03:56:59.67;'STS-B;49.90306;78.88778;;;UG-S;WR;0,001;20;150;;;
649;1979;526;1979;AUG;4;03:56:59.7;'STS-B;49.90306;78.88778;;;UG-S;WR;20;150;;;;
650;1979;527 Kimberlit-4;1979;AUG;12;18:00:00.2;'-RU;61.80300;122.43000;-980;;UG-S;I-SS;8,5;;8,5;C;;
651;1979;528;1979;AUG;18;02:51:59.71;'STS-B;49.94806;78.91889;;;UG-S;WR;20;150;150;C;;
652;1979;528;1979;AUG;18;02:51:59.7;'STS-B;49.94806;78.91889;;;UG-S;WR;0,001;20;;C;;
653;1979;529 Kimberlit-3;1979;SEP;6;18:00:00.3;'-RU-K;64.11000;99.56200;-600;;UG-S;I-SS;8,5;;8,5;C;;
654;1979;530 Klivazh;1979;SEP;16;09:00:00.0;'-UK;48.20000;38.30000;-900;;UG-M;I;0,3;;0,3;C;;
655;1979;531;1979;SEP;24;03:29:58.75;'NZ-NS;73.34300;54.67200;-500;;UG-T;WR;20;150;130;;;KB-11
656;1979;531;1979;SEP;24;03:29:58.8;'NZ-NS;73.34300;54.67200;;;UG-T;WR;0,001;20;;;;KB-11
657;1979;531;1979;SEP;24;03:29:58.8;'NZ-NS;73.34300;54.67200;;;UG-T;WR;0,001;20;;;;KB-11
658;1979;532;1979;SEP;27;04:13:00.00;'STS-D;49.75056;78.04917;;682;UG-T;WE;0,001;20;1,6;C;;
659;1979;533 Kimberlit-1;1979;OCT;4;16:00:00.0;'-RU-T;60.67500;71.45500;-840;;UG-S;I-SS;22;;22;C;;
660;1979;534 Sheksna;1979;OCT;7;21:00:00.2;'-RU-YK;61.85000;113.10000;-1550;;UG-S;I-OS;15;;15;C;;
661;1979;535;1979;OCT;18;04:17:00.11;'STS-D;49.82417;78.09750;;659;UG-T;WR;0,001;20;15;;;
662;1979;535;1979;OCT;18;04:17:00.1;'STS-D;49.82417;78.09750;;659;UG-T;WR;0,001;20;;;;
663;1979;536;1979;OCT;18;07:09:58.75;'NZ-NS;73.31600;54.81600;-500;;UG-T;WR;20;150;150;;;KB-11
664;1979;536;1979;OCT;18;07:09:58.8;'NZ-NS;73.31600;54.81600;;;UG-T;WR;0,001;20;;;;KB-11
665;1979;536;1979;OCT;18;07:09:58.8;'NZ-NS;73.31600;54.81600;;;UG-T;WR;20;150;;;;KB-11
666;1979;536;1979;OCT;18;07:09:58.8;'NZ-NS;73.31600;54.81600;;;UG-T;WR;0,001;20;;;;KB-11
667;1979;537 Galit;1979;OCT;24;05:59:59.0;'-KZ-BA;47.85000;48.14000;-850;;UG-S;I-CV;0,001;20;3;C;;
668;1979;537 Galit;1979;OCT;24;05:59:59.0;'-KZ-BA;47.85000;48.14000;;;UG-S;I-CV;20;150;30;C;;
669;1979;538;1979;OCT;28;03:16:59.55;'STS-B;49.99667;78.99500;;;UG-S;WR;0,001;20;120;C;;
670;1979;538;1979;OCT;28;03:16:59.6;'STS-B;49.99667;78.99500;;;UG-S;WR;20;150;;C;;
671;1979;539;1979;NOV;30;04:53:00.58;'STS-D;49.78306;78.08667;;635;UG-T;WR;0,001;20;1,6;C;;
672;1979;540;1979;DEC;2;04:37:00.06;'STS-B;49.90944;78.78444;;;UG-S;WR;0,001;20;93;;;
673;1979;540;1979;DEC;2;04:37:00.1;'STS-B;49.90944;78.78444;;;UG-S;FS;20;150;;;;
674;1979;541;1979;DEC;21;04:42:00.09;'STS-D;49.79222;78.11300;;727;UG-T;WR;0,001;20;3,6;;;
675;1979;542;1979;DEC;23;04:56:59.9;'STS-B;49.93222;78.75278;-1;;UG-S;WR;20;150;137;C;;
676;1979;542;1979;DEC;23;04:56:59.9;'STS-B;49.93222;78.75278;-1;;UG-S;WR;0,001;20;;C;;
677;1980;543;1980;MAR;14;;'STS-D;49.82333;78.04167;;677;UG-T;SE;0;0,001;0,001;;;
678;1980;544;1980;APR;4;05:32:59.83;'STS-SU;50.00000;77.82300;;;UG-S;WR;0,001;20;6;C;;
679;1980;545;1980;APR;10;04:07:00.19;'STS-D;49.78250;78.05722;;655;UG-T;WR;0,001;20;8;C;;
680;1980;545;1980;APR;10;04:07:00.2;'STS-D;49.78250;78.05722;;655;UG-T;WR;0,001;20;;C;;
681;1980;546;1980;APR;25;03:57:00.06;'STS-B;49.97639;78.75944;;;UG-S;WR;0,001;20;19;;;
682;1980;546;1980;APR;25;03:57:00.1;'STS-B;49.97639;78.75944;;;UG-S;WR;0,001;20;;;;
683;1980;547;1980;MAY;22;03:57:00.14;'STS-D;49.77972;78.03639;;691;UG-T;WR;0,001;20;35;C;;
684;1980;547;1980;MAY;22;03:57:00.1;'STS-D;49.77972;78.03639;;691;UG-T;WR;0,001;20;;C;;
685;1980;547;1980;MAY;22;03:57:00.1;'STS-D;49.77972;78.03639;;691;UG-T;WR;0,001;20;;C;;
686;1980;548;1980;JUN;12;03:27:00.19;'STS-B;49.98872;78.99108;;;UG-S;WR;20;150;37;;;
687;1980;549 Butan;1980;JUN;16;06:00:00.0;'-RU-BK;52.90000;56.50000;-1400;;UG-S;I-OS;3,2;;3,2;C;;
688;1980;550 Butan;1980;JUN;25;06:00:00.0;'-RU-BK;52.90000;56.50000;-1390;;UG-S;I-OS;3,2;;3,2;C;;
689;1980;551;1980;JUN;25;02:27:00.0;'STS-D;49.82583;78.09944;-152;650;UG-T;WR;0,001;20;0,3;C;;
690;1980;552;1980;JUN;29;02:33:00.24;'STS-B;49.94861;78.81806;;;UG-S;WR;0,001;20;44;;;
691;1980;552;1980;JUN;29;02:33:00.2;'STS-B;49.94861;78.81806;;;UG-S;WR;0,001;20;;;;
692;1980;552;1980;JUN;29;02:33:00.2;'STS-B;49.94861;78.81806;;;UG-S;WR;20;150;;;;
693;1980;553;1980;JUL;31;03:33:00.07;'STS-D;49.79056;78.09083;;689;UG-T;WR;0,001;20;20;;;
694;1980;553;1980;JUL;31;03:33:00.1;'STS-D;49.79056;78.09083;;689;UG-T;WR;0,001;20;;;;
695;1980;554;1980;SEP;14;02:42:41.71;'STS-B;49.93667;78.79750;;;UG-S;WR;20;150;200;;;
696;1980;555 Dynamika;1980;SEP;25;06:21:13.06;'STS-D;49.78333;78.08056;;663;UG-T;WE;0,001;20;5;C;;
697;1980;556 Vega-1;1980;OCT;8;06:00:00.3;'-RU-AS;46.75700;48.27500;-1025;;UG-S;I-CV;8,5;;8,5;C;;
698;1980;557;1980;OCT;11;07:09:57.47;'NZ-NS;73.33600;54.94000;-600;;UG-T;WR;20;150;130;C;;KB-11
699;1980;557;1980;OCT;11;07:09:57.5;'NZ-NS;73.33600;54.94000;;;UG-T;WR;0,001;20;;C;;KB-11
700;1980;557;1980;OCT;11;07:09:57.5;'NZ-NS;73.33600;54.94000;;;UG-T;WR;0,001;20;;C;;KB-11
701;1980;557;1980;OCT;11;07:09:57.5;'NZ-NS;73.33600;54.94000;;;UG-T;WR;20;150;;C;;KB-11
702;1980;557;1980;OCT;11;07:09:58;'NZ-NS;73.30000;54.90000;;;UG-T;WR;0,001;20;;;;KB-11
703;1980;557;1980;OCT;11;07:09:58;'NZ-NS;73.30000;54.90000;;;UG-T;WR;0,001;20;;;;KB-11
704;1980;557;1980;OCT;11;07:09:58;'NZ-NS;73.30000;54.90000;;;UG-T;WR;0,001;20;;;;KB-11
705;1980;558;1980;OCT;12;03:34:16.65;'STS-B;49.96750;79.02250;-440;;UG-S;WR;20;150;102;300;;
706;1980;558;1980;OCT;12;03:34:16.7;'STS-B;49.96750;79.02250;-510;;UG-S;WR;20;150;;C;;
707;1980;559;1980;OCT;23;03:57:11.0;'STS-D;49.75167;78.13167;;579;UG-T;WR;0,001;20;;C;;
708;1980;560 Batolit-1;1980;NOV;1;13:00:00.4;'-RU-K;60.80000;97.55000;-720;;UG-S;I-SS;8;;8;C;;
709;1980;561;1980;DEC;5;04:17;'STS-D;49.75167;78.13167;-36;579;UG-T;WR;0,001;20;0,1;;;
710;1980;562;1980;DEC;5;04:17:16.0;'STS-D;49.83083;78.11389;;640;UG-T;WR;0,001;20;;;;
711;1980;562;1980;DEC;5;04:17:16.0;'STS-D;49.83083;78.11389;;640;UG-T;WR;0,001;20;;;;
712;1980;562;1980;DEC;5;04:17:16.0;'STS-D;49.83083;78.11389;;640;UG-T;WR;0,001;20;;;;
713;1980;563 Angara;1980;DEC;10;07:00:00.1;'-RU-T;61.75000;66.75000;-2485;;UG-S;I-OS;15;;15;C;;
714;1980;564;1980;DEC;14;03:47:09.01;'STS-B;49.90889;78.91861;;;UG-S;WR;0,001;20;101;;;
715;1980;564;1980;DEC;14;03:47:09.0;'STS-B;49.90889;78.91861;;;UG-S;WR;0,001;20;;;;
716;1980;564;1980;DEC;14;03:47:09.0;'STS-B;49.90889;78.91861;;;UG-S;WR;20;150;;;;
717;1980;565;1980;DEC;26;04:07:09.3;'STS-D;49.82611;78.09194;;660;UG-T;WR;0,001;20;2;;;
718;1980;566;1980;DEC;27;04:09:10.63;'STS-B;50.06194;78.97528;;;UG-S;WR;20;150;100;C;;
719;1980;566;1980;DEC;27;04:09:10.6;'STS-B;50.06194;78.97528;;;UG-S;WR;0,001;20;;C;;
720;1981;567;1981;MAR;25;;'STS-D;49.82333;78.04167;;677;UG-T;SE;0;0,001;0,001;C;;
721;1981;568;1981;MAR;29;04:03:52.58;'STS-B;50.01806;78.97881;;;UG-S;WR;0,001;20;30;C;;
722;1981;568;1981;MAR;29;04:03:52.6;'STS-B;50.01806;78.97881;;;UG-S;FS;0,001;20;;C;;
723;1981;568;1981;MAR;29;04:03:52.6;'STS-B;50.01806;78.97881;;;UG-S;FS;0,001;20;;C;;
724;1981;569;1981;APR;22;01:17:13.91;'STS-B;49.89889;78.80861;;;UG-S;WR;20;150;92;C;;
725;1981;569;1981;APR;22;01:17:13.9;'STS-B;49.89889;78.80861;;;UG-S;WR;0,001;20;;C;;
726;1981;569;1981;APR;22;01:17:13.9;'STS-B;49.89889;78.80861;;;UG-S;WR;0,001;20;;C;;
727;1981;570 Pirit;1981;MAY;25;05:00:00.3;'-RU-A;68.20000;53.50000;-1511;;UG-S;I-FE;37,6;;37,6;C;;
728;1981;571;1981;MAY;27;03:58:14.88;'STS-B;49.98694;78.97056;;;UG-S;WR;0,001;20;20;;;
729;1981;572;1981;JUN;4;;'STS-D;49.82333;78.04167;;677;UG-T;SE;0;0,001;0,001;C;;
730;1981;573;1981;JUN;30;01:57:15.34;'STS-D;49.76750;78.08083;;633;UG-T;WR;0,001;20;12;C;;
731;1981;573;1981;JUN;30;01:57:15.3;'STS-D;49.76750;78.08083;;633;UG-T;WR;0,001;20;;C;;
732;1981;574;1981;JUL;17;02:37:18.12;'STS-D;49.80139;78.13139;-146;802;UG-T;WR;0,001;20;9,3;;;
733;1981;575;1981;AUG;14;02:27:15.24;'STS-D;49.75222;78.05306;;717;UG-T;WR;0,001;20;5,6;;;
734;1981;575;1981;AUG;14;02:27:15.2;'STS-D;49.75222;78.05306;;717;UG-T;WR;0,001;20;;;;
735;1981;575;1981;AUG;14;02:27:15.2;'STS-D;49.75222;78.05306;;717;UG-T;WR;0,001;20;;;;
736;1981;576 Geliy-1;1981;SEP;2;04:00:00.0;'-RU-P;60.60000;55.70000;-2090;;UG-S;I-OS;3,2;;3,2;;;
737;1981;577;1981;SEP;13;02:17:20.84;'STS-B;49.91333;78.89444;;;UG-S;WR;20;150;150;;;
738;1981;578 Vega;1981;SEP;26;05:00:00.3;'-RU-AS;46.79000;48.31300;-1050;;UG-S;I-CV;8,5;;8,5;C;;
739;1981;579 Vega;1981;SEP;26;05:03:59.9;'-RU-AS;46.77100;48.30400;-1050;;UG-S;I-CV;8,5;;8,5;C;;
740;1981;580;1981;OCT;1;12:14:57.23;'NZ-NS;73.30400;54.81800;-600;;UG-T;WR;20;150;140;C;;KB-11
741;1981;580;1981;OCT;1;12:14:57.2;'NZ-NS;73.30400;54.81800;;;UG-T;WR;0,001;20;;C;;KB-11
742;1981;580;1981;OCT;1;12:14:57.2;'NZ-NS;73.30400;54.81800;;;UG-T;WR;0,001;20;;C;;KB-11
743;1981;580;1981;OCT;1;12:14:57.2;'NZ-NS;73.30400;54.81800;;;UG-T;WR;0,001;20;;C;;KB-11
744;1981;581;1981;OCT;16;;'STS-D;49.83417;78.08028;;638;UG-T;SE;0;0,001;0,001;C;;
745;1981;582;1981;OCT;18;03:57:05.22;'STS-B;49.92806;78.84472;;;UG-S;WR;20;150;107;C;;
746;1981;582;1981;OCT;18;03:57:05.2;'STS-B;49.92806;78.84472;;;UG-S;WR;0,001;20;;C;;
747;1981;583 Shpat-2;1981;OCT;22;14:00:00.4;'-RU-K;63.80000;97.55000;-580;;UG-S;I-SS;8,5;;8,5;C;;
748;1981;584;1981;NOV;20;04:57:05.07;'STS-D;49.73667;78.10417;;620;UG-T;WR;0,001;20;8;;;
749;1981;584;1981;NOV;20;04:57:05.1;'STS-D;49.73667;78.10417;;620;UG-T;WR;0,001;20;;;;
750;1981;585;1981;NOV;29;03:35:11.20;'STS-B;49.90194;78.84889;;;UG-S;WR;0,001;20;31;;;
751;1981;585;1981;NOV;29;03:35:11.2;'STS-B;49.90194;78.84889;;;UG-S;WR;0,001;20;;;;
752;1981;585;1981;NOV;29;03:35:11.2;'STS-B;49.90194;78.84889;;;UG-S;WR;0,001;20;;;;
753;1981;586;1981;DEC;22;04:31:05.27;'STS-D;49.83417;78.08028;;638;UG-T;WR;0,001;20;7;;;
754;1981;586;1981;DEC;22;04:31:05.3;'STS-D;49.83417;78.08028;;638;UG-T;WR;0,001;20;;;;
755;1981;586;1981;DEC;22;04:31:05.3;'STS-D;49.83417;78.08028;;638;UG-T;WR;0,001;20;;;;
756;1981;587;1981;DEC;27;03:43:16.72;'STS-B;49.93306;78.77833;;;UG-S;WR;20;150;150;C;;
757;1982;588;1982;FEB;19;03:56:13.42;'STS-D;49.82333;78.03333;;623;UG-T;WR;0,001;20;24;C;;
758;1982;588;1982;FEB;19;03:56:13.4;'STS-D;49.82333;78.03333;;623;UG-T;WR;0,001;20;;C;;
759;1982;;1982;APR;6;;'STS-D;49.83400;78.08000;;;UG-T;;;0;0;C;;
760;1982;589;1982;APR;25;03:23:07.99;'STS-B;49.91694;78.88778;;;UG-S;FS;20;150;145;C;;
761;1982;589;1982;APR;25;03:23:08.0;'STS-B;49.91694;78.88778;;;UG-S;FS;20;150;;C;;
762;1982;589;1982;APR;25;03:23:08.0;'STS-B;49.91694;78.88778;;;UG-S;FS;20;150;;C;;
